uid,image,was_refined,gcrf_iterations,draft_ppv,final_ppv,draft_npv,final_npv,draft_sensitivity,final_sensitivity,draft_specificity,final_specificity,draft_f1_clinical,final_f1_clinical,draft_chair_i,final_chair_i,draft_chair_s,final_chair_s,draft_truthful_rate,final_truthful_rate,draft_halluc_rate,final_halluc_rate,draft_fabrication,final_fabrication,draft_danger_phrases,final_danger_phrases,draft_contradiction_count,final_contradiction_count,draft_monotone_score,final_monotone_score,draft_is_monotone,final_is_monotone,draft_report_length_words,final_report_length_words,draft_cx_f1,final_cx_f1,draft_cx_hallucination_pct,final_cx_hallucination_pct,final_cx_n_hallucinated,final_cx_n_missed,final_cx_hallucinated_conditions,final_cx_missed_conditions,draft_hallucination_score,hallucination_score,delta_hallucination_score,hallucination_class,final_monotone_score.1,final_npv_h,final_ppv_h,final_sensitivity_h,final_specificity_h,final_chair_i_h,final_chair_s_h,final_truthful_rate_h,final_monotone_score_h,final_is_monotone_h,new_score,new_class,old_score,version
2516,2516_IM-1036-1001.dcm.png,False,1,0.6,0.6,0.8,0.8,0.6,0.6,0.8,0.8,0.6,0.6,0.4,0.4,0.4,0.4,0.6,0.6,0.4,0.4,1,1,0,0,0,0,0.2222,0.2222,0,0,26,26,0.3333,0.3333,50.0,50.0,1,3,Pneumothorax,Edema; Pleural Effusion; No Finding,35.5,35.5,0.0,Moderate,0.2222,0.8,0.6,0.6,0.8,0.4,0.4,0.6,0.2222,0,35.12,Moderate,35.5,v2+GCRF
2541,2541_IM-1053-3001.dcm.png,True,2,0.8,1.0,0.8,0.75,0.6667,0.5,0.8889,1.0,0.7273,0.6667,0.2,0.0,0.25,0.0,0.75,1.0,0.25,0.0,1,0,0,0,0,0,0.2222,0.2222,0,0,20,26,0.3333,0.0,50.0,100.0,1,4,Pneumothorax,Consolidation; Fracture; Support Devices; No Finding,23.25,15.0,-8.25,Low,0.2222,0.75,1.0,0.5,1.0,0.0,0.0,1.0,0.2222,0,20.97,Low,15.0,v2+GCRF
2551,2551_IM-1058-1001.dcm.png,True,2,0.4,0.25,1.0,0.9091,1.0,0.5,0.7692,0.7692,0.5714,0.3333,0.6,0.75,0.6,0.75,0.4,0.25,0.6,0.75,1,1,0,0,0,0,0.2222,0.2222,0,0,28,26,1.0,0.6667,0.0,50.0,1,0,Pleural Effusion,,42.0,60.0,18.0,High,0.2222,0.9091,0.25,0.5,0.7692,0.75,0.75,0.25,0.2222,0,51.93,High,60.0,v2+GCRF
2552,2552_IM-1058-1001.dcm.png,False,1,0.75,0.75,0.8182,0.8182,0.6,0.6,0.9,0.9,0.6667,0.6667,0.25,0.25,0.25,0.25,0.75,0.75,0.25,0.25,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.4,0.4,0.0,0.0,0,3,,Consolidation; Pleural Effusion; No Finding,17.5,17.5,0.0,Low,0.2222,0.8182,0.75,0.6,0.9,0.25,0.25,0.75,0.2222,0,18.75,Low,17.5,v2+GCRF
2553,2553_IM-1059-1001.dcm.png,False,1,0.8,0.8,0.8,0.8,0.6667,0.6667,0.8889,0.8889,0.7273,0.7273,0.2,0.2,0.1667,0.1667,0.8333,0.8333,0.1667,0.1667,1,1,0,0,0,0,0.3333,0.3333,1,1,41,41,0.4,0.4,0.0,0.0,0,3,,Lung Lesion; Consolidation; No Finding,12.83,12.83,0.0,Hallucination-Free,0.3333,0.8,0.8,0.6667,0.8889,0.2,0.1667,0.8333,0.3333,1,16.69,Low,12.83,v2+GCRF
2555,2555_IM-1060-1001.dcm.png,True,2,0.8,0.6667,1.0,0.8333,1.0,0.5,0.9091,0.9091,0.8889,0.5714,0.2,0.3333,0.25,0.25,0.75,0.75,0.25,0.25,1,1,0,0,0,0,0.2222,0.2222,0,0,20,26,1.0,0.6667,0.0,0.0,0,1,,Consolidation,15.75,20.42,4.67,Low,0.2222,0.8333,0.6667,0.5,0.9091,0.3333,0.25,0.75,0.2222,0,20.45,Low,20.42,v2+GCRF
2562,2562_IM-1065-1001.dcm.png,False,1,0.6667,0.6667,0.6667,0.6667,0.5714,0.5714,0.75,0.75,0.6154,0.6154,0.3333,0.3333,0.3333,0.3333,0.6667,0.6667,0.3333,0.3333,1,1,0,0,0,0,0.2222,0.2222,0,0,49,49,0.2857,0.2857,33.33,33.33,1,4,Lung Lesion,Lung Opacity; Atelectasis; Pleural Effusion; No Finding,28.33,28.33,0.0,Low,0.2222,0.6667,0.6667,0.5714,0.75,0.3333,0.3333,0.6667,0.2222,0,31.55,Moderate,28.33,v2+GCRF
2575,2575_IM-1075-1001.dcm.png,False,1,0.4,0.4,1.0,1.0,1.0,1.0,0.7692,0.7692,0.5714,0.5714,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.3333,0.3333,1,1,22,22,0.0,0.0,50.0,50.0,1,0,Pneumothorax,,46.0,46.0,0.0,Moderate,0.3333,1.0,0.4,1.0,0.7692,0.6,0.5,0.5,0.3333,1,41.08,Moderate,46.0,v2+GCRF
2578,2578_IM-1078-1001.dcm.png,True,2,0.6,0.5,0.8,0.7273,0.6,0.4,0.8,0.8,0.6,0.4444,0.4,0.5,0.4,0.5,0.6,0.5,0.4,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,28,26,0.4,0.3333,0.0,50.0,1,3,Pleural Effusion,Lung Lesion; Fracture; Support Devices,28.0,42.5,14.5,Moderate,0.2222,0.7273,0.5,0.4,0.8,0.5,0.5,0.5,0.2222,0,41.41,Moderate,42.5,v2+GCRF
2581,2581_IM-1079-1001.dcm.png,False,1,0.5,0.5,0.6667,0.6667,0.5,0.5,0.6667,0.6667,0.5,0.5,0.5,0.5,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.3333,0.3333,1,1,37,37,0.4,0.4,0.0,0.0,0,3,,Lung Opacity; Pneumonia; No Finding,38.5,38.5,0.0,Moderate,0.3333,0.6667,0.5,0.5,0.6667,0.5,0.6,0.4,0.3333,1,39.8,Moderate,38.5,v2+GCRF
2597,2597_IM-1087-1001.dcm.png,False,1,0.0,0.0,1.0,1.0,0.0,0.0,0.7333,0.7333,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.0,0.0,0.0,0.0,0,0,,,52.5,52.5,0.0,High,0.2222,1.0,0.0,0.0,0.7333,1.0,0.5,0.5,0.2222,0,42.36,Moderate,52.5,v2+GCRF
2600,2600_IM-1091-1001.dcm.png,False,1,0.0,0.0,1.0,1.0,0.0,0.0,0.6667,0.6667,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,32,32,0.0,0.0,0.0,0.0,0,0,,,52.5,52.5,0.0,High,0.2222,1.0,0.0,0.0,0.6667,1.0,0.5,0.5,0.2222,0,42.89,Moderate,52.5,v2+GCRF
2610,2610_IM-1101-1001.dcm.png,True,2,0.6,0.75,0.9,0.9091,0.75,0.75,0.8182,0.9091,0.6667,0.75,0.4,0.25,0.4,0.25,0.6,0.75,0.4,0.25,1,1,0,0,0,0,0.2222,0.2222,0,0,28,26,0.5714,0.5714,0.0,0.0,0,3,,Consolidation; Atelectasis; Support Devices,28.0,17.5,-10.5,Low,0.2222,0.9091,0.75,0.75,0.9091,0.25,0.25,0.75,0.2222,0,17.31,Low,17.5,v2+GCRF
2612,2612_IM-1103-1001.dcm.png,False,1,0.5,0.5,0.8182,0.8182,0.5,0.5,0.8182,0.8182,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.4,0.4,0.0,0.0,0,3,,Pleural Effusion; Support Devices; No Finding,35.0,35.0,0.0,Moderate,0.2222,0.8182,0.5,0.5,0.8182,0.5,0.5,0.5,0.2222,0,32.4,Moderate,35.0,v2+GCRF
2621,2621_IM-1109-1001.dcm.png,True,2,0.0,0.0,1.0,1.0,0.0,0.0,0.6667,0.8,0.0,0.0,1.0,1.0,0.75,0.25,0.25,0.75,0.75,0.25,1,1,0,0,0,0,0.2222,0.2222,0,0,20,26,0.0,0.0,0.0,0.0,0,0,,,61.25,43.75,-17.5,Moderate,0.2222,1.0,0.0,0.0,0.8,1.0,0.25,0.75,0.2222,0,34.82,Moderate,43.75,v2+GCRF
2624,2624_IM-1111-1001.dcm.png,False,1,0.5,0.5,1.0,1.0,1.0,1.0,0.8462,0.8462,0.6667,0.6667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,1.0,1.0,0.0,0.0,0,0,,,35.0,35.0,0.0,Moderate,0.2222,1.0,0.5,1.0,0.8462,0.5,0.5,0.5,0.2222,0,29.45,Low,35.0,v2+GCRF
2631,2631_IM-1118-1001.dcm.png,False,1,0.5,0.5,0.9091,0.9091,0.6667,0.6667,0.8333,0.8333,0.5714,0.5714,0.5,0.5,0.3333,0.3333,0.6667,0.6667,0.3333,0.3333,1,1,0,0,0,0,0.3333,0.3333,1,1,37,37,0.5,0.5,0.0,0.0,0,2,,Pleural Effusion; Support Devices,29.17,29.17,0.0,Low,0.3333,0.9091,0.5,0.6667,0.8333,0.5,0.3333,0.6667,0.3333,1,27.36,Low,29.17,v2+GCRF
2633,2633_IM-1120-2002.dcm.png,False,1,1.0,1.0,0.9091,0.9091,0.8,0.8,1.0,1.0,0.8889,0.8889,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0,0,0,0,0,0,0.2222,0.2222,0,0,18,18,0.6667,0.6667,0.0,0.0,0,1,,Lung Lesion,0.0,0.0,0.0,Hallucination-Free,0.2222,0.9091,1.0,0.8,1.0,0.0,0.0,1.0,0.2222,0,3.59,Hallucination-Free,0.0,v2+GCRF
2637,2637_IM-1122-4004.dcm.png,True,2,0.0,0.0,1.0,1.0,0.0,0.0,0.6667,0.7333,0.0,0.0,1.0,1.0,0.6,0.75,0.4,0.25,0.6,0.75,1,1,0,0,0,0,0.2222,0.2222,0,0,28,28,0.0,0.0,0.0,0.0,0,1,,Support Devices,56.0,61.25,5.25,High,0.2222,1.0,0.0,0.0,0.7333,1.0,0.75,0.25,0.2222,0,49.36,Moderate,61.25,v2+GCRF
2644,2644_IM-1130-1001.dcm.png,False,1,0.4,0.4,0.8,0.8,0.5,0.5,0.7273,0.7273,0.4444,0.4444,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.3333,0.3333,1,1,22,22,0.4,0.4,50.0,50.0,1,2,Pneumothorax,Cardiomegaly; Lung Lesion,46.0,46.0,0.0,Moderate,0.3333,0.8,0.4,0.5,0.7273,0.6,0.5,0.5,0.3333,1,44.41,Moderate,46.0,v2+GCRF
2659,2659_IM-1140-1001.dcm.png,False,1,0.5,0.5,0.8182,0.8182,0.5,0.5,0.8182,0.8182,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.0,0.0,100.0,100.0,1,3,Pneumothorax,Consolidation; Pleural Effusion; No Finding,50.0,50.0,0.0,High,0.2222,0.8182,0.5,0.5,0.8182,0.5,0.5,0.5,0.2222,0,47.4,Moderate,50.0,v2+GCRF
2676,2676_IM-1151-1001.dcm.png,False,1,0.5,0.5,1.0,1.0,1.0,1.0,0.75,0.75,0.6667,0.6667,0.5,0.5,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.3333,0.3333,1,1,30,30,0.5,0.5,0.0,0.0,0,2,,Pleural Effusion; Support Devices,38.5,38.5,0.0,Moderate,0.3333,1.0,0.5,1.0,0.75,0.5,0.6,0.4,0.3333,1,34.13,Moderate,38.5,v2+GCRF
2684,2684_IM-1157-1001.dcm.png,True,2,0.8,0.75,0.9,0.8182,0.8,0.6,0.9,0.9,0.8,0.6667,0.2,0.25,0.2,0.25,0.8,0.75,0.2,0.25,1,1,0,0,0,0,0.2222,0.2222,0,0,28,26,0.4,0.0,50.0,100.0,2,3,Pneumothorax; Pleural Effusion,Consolidation; Support Devices; No Finding,21.5,32.5,11.0,Moderate,0.2222,0.8182,0.75,0.6,0.9,0.25,0.25,0.75,0.2222,0,33.75,Moderate,32.5,v2+GCRF
2696,2696_IM-1166-1001.dcm.png,False,1,0.4,0.4,0.9,0.9,0.6667,0.6667,0.75,0.75,0.5,0.5,0.6,0.6,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,32,32,0.0,0.0,50.0,50.0,1,3,Pneumothorax,Cardiomegaly; Pleural Effusion; Support Devices,46.0,46.0,0.0,Moderate,0.2222,0.9,0.4,0.6667,0.75,0.6,0.5,0.5,0.2222,0,41.62,Moderate,46.0,v2+GCRF
2700,2700_IM-1169-1001.dcm.png,True,2,0.0,0.0,0.9,0.9167,0.0,0.0,0.6429,0.7857,0.0,0.0,1.0,1.0,0.75,0.25,0.25,0.75,0.75,0.25,1,1,0,0,0,0,0.2222,0.2222,0,0,20,26,0.0,0.0,0.0,0.0,0,1,,No Finding,61.25,43.75,-17.5,Moderate,0.2222,0.9167,0.0,0.0,0.7857,1.0,0.25,0.75,0.2222,0,36.19,Moderate,43.75,v2+GCRF
2704,2704_IM-1171-1001.dcm.png,True,2,0.4,0.3333,0.8,0.75,0.5,0.25,0.7273,0.8182,0.4444,0.2857,0.6,0.6667,0.5,0.25,0.5,0.75,0.5,0.25,1,1,0,0,0,0,0.2222,0.2222,0,0,20,26,0.3333,0.0,0.0,0.0,0,5,,Lung Opacity; Consolidation; Atelectasis; Pleural Effusion; Support Devices,38.5,32.08,-6.42,Moderate,0.2222,0.75,0.3333,0.25,0.8182,0.6667,0.25,0.75,0.2222,0,30.43,Moderate,32.08,v2+GCRF
2706,2706_IM-1172-1001.dcm.png,False,1,0.4,0.4,1.0,1.0,1.0,1.0,0.7692,0.7692,0.5714,0.5714,0.6,0.6,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.2222,0.2222,0,0,26,26,0.0,0.0,0.0,0.0,0,0,,,42.0,42.0,0.0,Moderate,0.2222,1.0,0.4,1.0,0.7692,0.6,0.6,0.4,0.2222,0,35.27,Moderate,42.0,v2+GCRF
2709,2709_IM-1175-1001.dcm.png,False,1,0.5,0.5,0.9091,0.9091,0.6667,0.6667,0.8333,0.8333,0.5714,0.5714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.0,0.0,100.0,100.0,1,3,Pneumothorax,Lung Opacity; Pleural Effusion; Support Devices,50.0,50.0,0.0,High,0.2222,0.9091,0.5,0.6667,0.8333,0.5,0.5,0.5,0.2222,0,45.92,Moderate,50.0,v2+GCRF
2710,2710_IM-1177-1001.dcm.png,True,2,0.6,0.8,0.7,0.8,0.5,0.6667,0.7778,0.8889,0.5455,0.7273,0.4,0.2,0.5,0.25,0.5,0.75,0.5,0.25,1,1,0,0,0,0,0.2222,0.1111,0,0,20,30,0.4,0.8571,0.0,0.0,0,1,,Lung Opacity,31.5,15.75,-15.75,Low,0.1111,0.8,0.8,0.6667,0.8889,0.2,0.25,0.75,0.1111,0,16.8,Low,15.75,v2+GCRF
2720,2720_IM-1182-1001.dcm.png,True,2,0.0,0.0,1.0,1.0,0.0,0.0,0.6667,0.7333,0.0,0.0,1.0,1.0,0.6,0.75,0.4,0.25,0.6,0.75,1,1,0,0,0,0,0.2222,0.2222,0,0,28,26,0.0,0.0,0.0,0.0,0,0,,,56.0,61.25,5.25,High,0.2222,1.0,0.0,0.0,0.7333,1.0,0.75,0.25,0.2222,0,49.36,Moderate,61.25,v2+GCRF
2725,2725_IM-1186-1001.dcm.png,False,1,0.0,0.0,0.875,0.875,0.0,0.0,0.5,0.5,0.0,0.0,1.0,1.0,0.7143,0.7143,0.2857,0.2857,0.7143,0.7143,1,1,0,0,0,0,0.2222,0.2222,0,0,40,40,0.0,0.0,0.0,0.0,0,1,,No Finding,60.0,60.0,0.0,High,0.2222,0.875,0.0,0.0,0.5,1.0,0.7143,0.2857,0.2222,0,52.1,High,60.0,v2+GCRF
2746,2746_IM-1198-1001.dcm.png,False,1,0.6,0.6,1.0,1.0,1.0,1.0,0.8333,0.8333,0.75,0.75,0.4,0.4,0.3333,0.3333,0.6667,0.6667,0.3333,0.3333,1,1,0,0,0,0,0.1111,0.1111,0,0,41,41,0.6667,0.6667,25.0,25.0,1,0,Pneumothorax,,29.42,29.42,0.0,Low,0.1111,1.0,0.6,1.0,0.8333,0.4,0.3333,0.6667,0.1111,0,25.13,Low,29.42,v2+GCRF
2748,2748_IM-1198-1001.dcm.png,False,1,0.75,0.75,0.7273,0.7273,0.5,0.5,0.8889,0.8889,0.6,0.6,0.25,0.25,0.25,0.25,0.75,0.75,0.25,0.25,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.4,0.4,0.0,0.0,0,3,,Lung Lesion; Consolidation; No Finding,17.5,17.5,0.0,Low,0.2222,0.7273,0.75,0.5,0.8889,0.25,0.25,0.75,0.2222,0,20.2,Low,17.5,v2+GCRF
2762,2762_IM-1208-1001.dcm.png,False,1,0.5,0.5,0.9091,0.9091,0.6667,0.6667,0.8333,0.8333,0.5714,0.5714,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.5,0.5,0.0,0.0,0,2,,Pleural Effusion; No Finding,35.0,35.0,0.0,Moderate,0.2222,0.9091,0.5,0.6667,0.8333,0.5,0.5,0.5,0.2222,0,30.92,Moderate,35.0,v2+GCRF
2771,2771_IM-1213-1001.dcm.png,False,1,0.0,0.0,1.0,1.0,0.0,0.0,0.6667,0.6667,0.0,0.0,1.0,1.0,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.2222,0.2222,0,0,26,26,0.0,0.0,0.0,0.0,0,0,0,0,56.0,56.0,0.0,High,0.2222,1.0,0.0,0.0,0.6667,1.0,0.6,0.4,0.2222,0,45.69,Moderate,56.0,v2+GCRF
2774,2774_IM-1215-1001.dcm.png,False,1,0.0,0.0,0.9,0.9,0.0,0.0,0.6429,0.6429,0.0,0.0,1.0,1.0,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.2222,0.2222,0,0,26,26,0.0,0.0,0.0,0.0,0,1,,No Finding,56.0,56.0,0.0,High,0.2222,0.9,0.0,0.0,0.6429,1.0,0.6,0.4,0.2222,0,47.38,Moderate,56.0,v2+GCRF
2780,2780_IM-1218-1002.dcm.png,False,1,0.0,0.0,1.0,1.0,0.0,0.0,0.6667,0.6667,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,33,33,0.0,0.0,0.0,0.0,0,0,,,52.5,52.5,0.0,High,0.2222,1.0,0.0,0.0,0.6667,1.0,0.5,0.5,0.2222,0,42.89,Moderate,52.5,v2+GCRF
2782,2782_IM-1220-1001.dcm.png,True,2,0.0,0.0,1.0,1.0,0.0,0.0,0.6667,0.8,0.0,0.0,1.0,1.0,0.75,0.25,0.25,0.75,0.75,0.25,1,1,0,0,0,0,0.2222,0.2222,0,0,20,26,0.0,0.0,0.0,0.0,0,0,,,61.25,43.75,-17.5,Moderate,0.2222,1.0,0.0,0.0,0.8,1.0,0.25,0.75,0.2222,0,34.82,Moderate,43.75,v2+GCRF
2785,2785_IM-1220-1001.dcm.png,True,2,0.0,0.0,0.9,0.9167,0.0,0.0,0.6429,0.7857,0.0,0.0,1.0,1.0,0.75,0.25,0.25,0.75,0.75,0.25,1,1,0,0,0,0,0.2222,0.2222,0,0,20,26,0.0,0.0,0.0,0.0,0,1,,No Finding,61.25,43.75,-17.5,Moderate,0.2222,0.9167,0.0,0.0,0.7857,1.0,0.25,0.75,0.2222,0,36.19,Moderate,43.75,v2+GCRF
2792,2792_IM-1226-1001.dcm.png,False,1,0.75,0.75,1.0,1.0,1.0,1.0,0.9167,0.9167,0.8571,0.8571,0.25,0.25,0.25,0.25,0.75,0.75,0.25,0.25,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.6667,0.6667,0.0,0.0,0,1,,Pleural Effusion,17.5,17.5,0.0,Low,0.2222,1.0,0.75,1.0,0.9167,0.25,0.25,0.75,0.2222,0,15.89,Low,17.5,v2+GCRF
2793,2793_IM-1226-1001.dcm.png,True,2,0.6,0.75,1.0,1.0,1.0,1.0,0.8333,0.9167,0.75,0.8571,0.4,0.25,0.5,0.25,0.5,0.75,0.5,0.25,1,1,0,0,0,0,0.2222,0.2222,0,0,20,26,0.6667,0.6667,0.0,0.0,0,2,,Consolidation; Support Devices,31.5,17.5,-14.0,Low,0.2222,1.0,0.75,1.0,0.9167,0.25,0.25,0.75,0.2222,0,15.89,Low,17.5,v2+GCRF
2796,2796_IM-1228-1001.dcm.png,False,1,0.0,0.0,0.9,0.9,0.0,0.0,0.6429,0.6429,0.0,0.0,1.0,1.0,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.2222,0.2222,0,0,26,26,0.0,0.0,0.0,0.0,0,1,,No Finding,56.0,56.0,0.0,High,0.2222,0.9,0.0,0.0,0.6429,1.0,0.6,0.4,0.2222,0,47.38,Moderate,56.0,v2+GCRF
2796,2796_IM-1228-1001.dcm.png,False,1,0.0,0.0,0.9,0.9,0.0,0.0,0.6429,0.6429,0.0,0.0,1.0,1.0,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.2222,0.2222,0,0,26,26,0.0,0.0,0.0,0.0,0,1,,No Finding,56.0,56.0,0.0,High,0.2222,0.9,0.0,0.0,0.6429,1.0,0.6,0.4,0.2222,0,47.38,Moderate,56.0,v2+GCRF
2796,2796_IM-1228-1001.dcm.png,False,1,0.0,0.0,0.9,0.9,0.0,0.0,0.6429,0.6429,0.0,0.0,1.0,1.0,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.2222,0.2222,0,0,26,26,0.0,0.0,0.0,0.0,0,1,,No Finding,56.0,56.0,0.0,High,0.2222,0.9091,0.0,0.0,0.7143,1.0,0.5,0.5,0.2222,0,47.38,Moderate,56.0,v2+GCRF
2796,2796_IM-1228-1001.dcm.png,False,1,0.0,0.0,0.9,0.9,0.0,0.0,0.6429,0.6429,0.0,0.0,1.0,1.0,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.2222,0.2222,0,0,26,26,0.0,0.0,0.0,0.0,0,1,,No Finding,56.0,56.0,0.0,High,0.2222,0.9091,0.0,0.0,0.7143,1.0,0.5,0.5,0.2222,0,47.38,Moderate,56.0,v2+GCRF
2796,2796_IM-1228-1001.dcm.png,False,1,0.0,0.0,0.9,0.9,0.0,0.0,0.6429,0.6429,0.0,0.0,1.0,1.0,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.2222,0.2222,0,0,26,26,0.0,0.0,0.0,0.0,0,1,,No Finding,56.0,56.0,0.0,High,0.2222,0.9,0.0,0.0,0.6429,1.0,0.6,0.4,0.2222,0,47.38,Moderate,56.0,v2+GCRF
2796,2796_IM-1228-1001.dcm.png,False,1,0.0,0.0,0.9,0.9,0.0,0.0,0.6429,0.6429,0.0,0.0,1.0,1.0,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.2222,0.2222,0,0,26,26,0.0,0.0,0.0,0.0,0,1,,No Finding,56.0,56.0,0.0,High,0.2222,0.9,0.0,0.0,0.6429,1.0,0.6,0.4,0.2222,0,47.38,Moderate,56.0,v2+GCRF
2796,2796_IM-1228-1001.dcm.png,False,1,0.0,0.0,0.9,0.9,0.0,0.0,0.6429,0.6429,0.0,0.0,1.0,1.0,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.2222,0.2222,0,0,26,26,0.0,0.0,0.0,0.0,0,1,,No Finding,56.0,56.0,0.0,High,0.2222,0.9091,0.0,0.0,0.7143,1.0,0.5,0.5,0.2222,0,47.38,Moderate,56.0,v2+GCRF
2796,2796_IM-1228-1001.dcm.png,False,1,0.0,0.0,0.9,0.9,0.0,0.0,0.6429,0.6429,0.0,0.0,1.0,1.0,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.2222,0.2222,0,0,26,26,0.0,0.0,0.0,0.0,0,1,,No Finding,56.0,56.0,0.0,High,0.2222,0.9091,0.0,0.0,0.7143,1.0,0.5,0.5,0.2222,0,47.38,Moderate,56.0,v2+GCRF
2796,2796_IM-1228-1001.dcm.png,False,1,0.0,0.0,0.9,0.9,0.0,0.0,0.6429,0.6429,0.0,0.0,1.0,1.0,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.2222,0.2222,0,0,26,26,0.0,0.0,0.0,0.0,0,1,,No Finding,56.0,56.0,0.0,High,0.2222,0.9,0.0,0.0,0.6429,1.0,0.6,0.4,0.2222,0,47.38,Moderate,56.0,v2+GCRF
2796,2796_IM-1228-1001.dcm.png,False,1,0.0,0.0,0.9,0.9,0.0,0.0,0.6429,0.6429,0.0,0.0,1.0,1.0,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.2222,0.2222,0,0,26,26,0.0,0.0,0.0,0.0,0,1,,No Finding,56.0,56.0,0.0,High,0.2222,0.9,0.0,0.0,0.6429,1.0,0.6,0.4,0.2222,0,47.38,Moderate,56.0,v2+GCRF
2796,2796_IM-1228-1001.dcm.png,False,1,0.0,0.0,0.9,0.9,0.0,0.0,0.6429,0.6429,0.0,0.0,1.0,1.0,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.2222,0.2222,0,0,26,26,0.0,0.0,0.0,0.0,0,1,,No Finding,56.0,56.0,0.0,High,0.2222,0.9091,0.0,0.0,0.7143,1.0,0.5,0.5,0.2222,0,47.38,Moderate,56.0,v2+GCRF
2796,2796_IM-1228-1001.dcm.png,False,1,0.0,0.0,0.9,0.9,0.0,0.0,0.6429,0.6429,0.0,0.0,1.0,1.0,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.2222,0.2222,0,0,26,26,0.0,0.0,0.0,0.0,0,1,,No Finding,56.0,56.0,0.0,High,0.2222,0.9091,0.0,0.0,0.7143,1.0,0.5,0.5,0.2222,0,47.38,Moderate,56.0,v2+GCRF
2796,2796_IM-1228-1001.dcm.png,False,1,0.0,0.0,0.9,0.9,0.0,0.0,0.6429,0.6429,0.0,0.0,1.0,1.0,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.2222,0.2222,0,0,26,26,0.0,0.0,0.0,0.0,0,1,,No Finding,56.0,56.0,0.0,High,0.2222,0.9,0.0,0.0,0.6429,1.0,0.6,0.4,0.2222,0,47.38,Moderate,56.0,v2+GCRF
2796,2796_IM-1228-1001.dcm.png,False,1,0.0,0.0,0.9,0.9,0.0,0.0,0.6429,0.6429,0.0,0.0,1.0,1.0,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.2222,0.2222,0,0,26,26,0.0,0.0,0.0,0.0,0,1,,No Finding,56.0,56.0,0.0,High,0.2222,0.9,0.0,0.0,0.6429,1.0,0.6,0.4,0.2222,0,47.38,Moderate,56.0,v2+GCRF
